category,amount,best_card_logic,actual_card,cb_Ace_Credit_Card,cb_Amazon_Pay_Credit_Card,cb_BPCL_Octane_Credit_Card,cb_BankBazaar_Credit_Card,cb_Cashback_Credit_Card,cb_Coral_Credit_Card,cb_Diners_Club_Black,cb_Elite_Credit_Card,cb_Emerald_Private_Metal,cb_First_Classic_Credit_Card,cb_First_Wealth_Credit_Card,cb_Flipkart_Axis_Bank_Credit_Card,cb_HPCL_Super_Saver_Credit_Card,cb_League_Platinum_Credit_Card,cb_Magnus_Credit_Card,cb_Millennia_Credit_Card,cb_My_Zone_Credit_Card,cb_PVR_Platinum_Credit_Card,cb_Regalia_Gold,cb_SimplyCLICK_Credit_Card,cb_SimplySAVE_Credit_Card,cb_Super_Value_Titanium_Credit_Card,cb_Tata_Neu_Infinity_Credit_Card,cb_Vistara_Infinite_Credit_Card,cb_White_Credit_Card,cb_YES_First_Business_Credit_Card
fuel,16934.08,BPCL Octane Credit Card,BPCL Octane Credit Card,84.6704,84.6704,423.352,84.6704,84.6704,21.1676,42.3352,21.1676,29.6346,84.6704,21.1676,84.6704,338.6816,21.1676,21.1676,84.6704,21.1676,21.1676,21.1676,84.6704,84.6704,84.6704,84.6704,42.3352,21.1676,21.1676
groceries,5561.58,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,55.6158,55.6158,13.904,27.8079,55.6158,13.904,13.904,6.952,9.7328,27.8079,6.952,55.6158,13.904,6.952,6.952,55.6158,6.952,6.952,6.952,83.4237,55.6158,55.6158,111.2316,13.904,6.952,6.952
groceries,10716.21,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,107.1621,107.1621,26.7905,53.581,107.1621,26.7905,26.7905,13.3953,18.7534,53.581,13.3953,107.1621,26.7905,13.3953,13.3953,107.1621,13.3953,13.3953,13.3953,160.7431,107.1621,107.1621,214.3242,26.7905,13.3953,13.3953
travel,11876.99,Diners Club Black,Diners Club Black,59.3849,59.3849,29.6925,59.3849,59.3849,29.6925,178.1549,59.3849,124.7084,59.3849,74.2312,59.3849,29.6925,44.5387,89.0774,59.3849,14.8462,14.8462,89.0774,59.3849,59.3849,59.3849,59.3849,148.4624,59.3849,44.5387
travel,13208.78,Diners Club Black,HPCL Super Saver Credit Card,66.0439,66.0439,33.022,66.0439,66.0439,33.022,198.1317,66.0439,138.6922,66.0439,82.5549,66.0439,33.022,49.5329,99.0659,66.0439,16.511,16.511,99.0659,66.0439,66.0439,66.0439,66.0439,165.1098,66.0439,49.5329
groceries,919.77,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,9.1977,9.1977,2.2994,4.5988,9.1977,2.2994,2.2994,1.1497,1.6096,4.5988,1.1497,9.1977,2.2994,1.1497,1.1497,9.1977,1.1497,1.1497,1.1497,13.7965,9.1977,9.1977,18.3954,2.2994,1.1497,1.1497
groceries,5366.65,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,53.6665,53.6665,13.4166,26.8332,53.6665,13.4166,13.4166,6.7083,9.3916,26.8332,6.7083,53.6665,13.4166,6.7083,6.7083,53.6665,6.7083,6.7083,6.7083,80.4997,53.6665,53.6665,107.333,13.4166,6.7083,6.7083
groceries,8390.08,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,83.9008,83.9008,20.9752,41.9504,83.9008,20.9752,20.9752,10.4876,14.6826,41.9504,10.4876,83.9008,20.9752,10.4876,10.4876,83.9008,10.4876,10.4876,10.4876,125.8512,83.9008,83.9008,167.8016,20.9752,10.4876,10.4876
dining,17791.04,Cashback Credit Card,Cashback Credit Card,177.9104,88.9552,44.4776,88.9552,355.8208,44.4776,177.9104,44.4776,124.5373,88.9552,66.7164,88.9552,44.4776,44.4776,66.7164,177.9104,44.4776,44.4776,88.9552,177.9104,177.9104,177.9104,177.9104,88.9552,44.4776,44.4776
fuel,9710.6,BPCL Octane Credit Card,Elite Credit Card,48.553,48.553,242.765,48.553,48.553,12.1383,24.2765,12.1383,16.9935,48.553,12.1383,48.553,194.212,12.1383,12.1383,48.553,12.1383,12.1383,12.1383,48.553,48.553,48.553,48.553,24.2765,12.1383,12.1383
shopping,13803.41,Millennia Credit Card,Millennia Credit Card,138.0341,414.1023,34.5085,69.017,276.0682,34.5085,69.017,34.5085,48.3119,69.017,34.5085,414.1023,34.5085,34.5085,34.5085,414.1023,51.7628,69.017,34.5085,414.1023,138.0341,138.0341,414.1023,34.5085,34.5085,69.017
dining,9736.6,Cashback Credit Card,Cashback Credit Card,97.366,48.683,24.3415,48.683,194.732,24.3415,97.366,24.3415,68.1562,48.683,36.5123,48.683,24.3415,24.3415,36.5123,97.366,24.3415,24.3415,48.683,97.366,97.366,97.366,97.366,48.683,24.3415,24.3415
groceries,2959.01,Tata Neu Infinity Credit Card,Ace Credit Card,29.5901,29.5901,7.3975,14.7951,29.5901,7.3975,7.3975,3.6988,5.1783,14.7951,3.6988,29.5901,7.3975,3.6988,3.6988,29.5901,3.6988,3.6988,3.6988,44.3852,29.5901,29.5901,59.1802,7.3975,3.6988,3.6988
dining,2702.25,Cashback Credit Card,Cashback Credit Card,27.0225,13.5113,6.7556,13.5113,54.045,6.7556,27.0225,6.7556,18.9157,13.5113,10.1334,13.5113,6.7556,6.7556,10.1334,27.0225,6.7556,6.7556,13.5113,27.0225,27.0225,27.0225,27.0225,13.5113,6.7556,6.7556
groceries,2213.06,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,22.1306,22.1306,5.5327,11.0653,22.1306,5.5327,5.5327,2.7663,3.8729,11.0653,2.7663,22.1306,5.5327,2.7663,2.7663,22.1306,2.7663,2.7663,2.7663,33.1959,22.1306,22.1306,44.2612,5.5327,2.7663,2.7663
shopping,5422.69,Millennia Credit Card,Millennia Credit Card,54.2269,162.6807,13.5567,27.1134,108.4538,13.5567,27.1134,13.5567,18.9794,27.1134,13.5567,162.6807,13.5567,13.5567,13.5567,162.6807,20.3351,27.1134,13.5567,162.6807,54.2269,54.2269,162.6807,13.5567,13.5567,27.1134
shopping,1107.05,Millennia Credit Card,Magnus Credit Card,11.0705,33.2115,2.7676,5.5352,22.141,2.7676,5.5352,2.7676,3.8747,5.5352,2.7676,33.2115,2.7676,2.7676,2.7676,33.2115,4.1514,5.5352,2.7676,33.2115,11.0705,11.0705,33.2115,2.7676,2.7676,5.5352
travel,16288.21,Diners Club Black,Coral Credit Card,81.441,81.441,40.7205,81.441,81.441,40.7205,244.3231,81.441,171.0262,81.441,101.8013,81.441,40.7205,61.0808,122.1616,81.441,20.3603,20.3603,122.1616,81.441,81.441,81.441,81.441,203.6026,81.441,61.0808
travel,10015.48,Diners Club Black,Diners Club Black,50.0774,50.0774,25.0387,50.0774,50.0774,25.0387,150.2322,50.0774,105.1625,50.0774,62.5967,50.0774,25.0387,37.5581,75.1161,50.0774,12.5193,12.5193,75.1161,50.0774,50.0774,50.0774,50.0774,125.1935,50.0774,37.5581
dining,17593.61,Cashback Credit Card,Cashback Credit Card,175.9361,87.9681,43.984,87.9681,351.8722,43.984,175.9361,43.984,123.1553,87.9681,65.976,87.9681,43.984,43.984,65.976,175.9361,43.984,43.984,87.9681,175.9361,175.9361,175.9361,175.9361,87.9681,43.984,43.984
shopping,18910.13,Millennia Credit Card,Millennia Credit Card,189.1013,567.3039,47.2753,94.5507,378.2026,47.2753,94.5507,47.2753,66.1855,94.5507,47.2753,567.3039,47.2753,47.2753,47.2753,567.3039,70.913,94.5507,47.2753,567.3039,189.1013,189.1013,567.3039,47.2753,47.2753,94.5507
travel,4381.37,Diners Club Black,Diners Club Black,21.9068,21.9068,10.9534,21.9068,21.9068,10.9534,65.7206,21.9068,46.0044,21.9068,27.3836,21.9068,10.9534,16.4301,32.8603,21.9068,5.4767,5.4767,32.8603,21.9068,21.9068,21.9068,21.9068,54.7671,21.9068,16.4301
shopping,5698.99,Millennia Credit Card,Millennia Credit Card,56.9899,170.9697,14.2475,28.4949,113.9798,14.2475,28.4949,14.2475,19.9465,28.4949,14.2475,170.9697,14.2475,14.2475,14.2475,170.9697,21.3712,28.4949,14.2475,170.9697,56.9899,56.9899,170.9697,14.2475,14.2475,28.4949
dining,5786.39,Cashback Credit Card,Cashback Credit Card,57.8639,28.932,14.466,28.932,115.7278,14.466,57.8639,14.466,40.5047,28.932,21.699,28.932,14.466,14.466,21.699,57.8639,14.466,14.466,28.932,57.8639,57.8639,57.8639,57.8639,28.932,14.466,14.466
shopping,8675.46,Millennia Credit Card,BankBazaar Credit Card,86.7546,260.2638,21.6886,43.3773,173.5092,21.6886,43.3773,21.6886,30.3641,43.3773,21.6886,260.2638,21.6886,21.6886,21.6886,260.2638,32.533,43.3773,21.6886,260.2638,86.7546,86.7546,260.2638,21.6886,21.6886,43.3773
fuel,1000.32,BPCL Octane Credit Card,BPCL Octane Credit Card,5.0016,5.0016,25.008,5.0016,5.0016,1.2504,2.5008,1.2504,1.7506,5.0016,1.2504,5.0016,20.0064,1.2504,1.2504,5.0016,1.2504,1.2504,1.2504,5.0016,5.0016,5.0016,5.0016,2.5008,1.2504,1.2504
groceries,3973.64,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,39.7364,39.7364,9.9341,19.8682,39.7364,9.9341,9.9341,4.967,6.9539,19.8682,4.967,39.7364,9.9341,4.967,4.967,39.7364,4.967,4.967,4.967,59.6046,39.7364,39.7364,79.4728,9.9341,4.967,4.967
shopping,7788.34,Millennia Credit Card,Millennia Credit Card,77.8834,233.6502,19.4708,38.9417,155.7668,19.4708,38.9417,19.4708,27.2592,38.9417,19.4708,233.6502,19.4708,19.4708,19.4708,233.6502,29.2063,38.9417,19.4708,233.6502,77.8834,77.8834,233.6502,19.4708,19.4708,38.9417
groceries,5666.44,Tata Neu Infinity Credit Card,Diners Club Black,56.6644,56.6644,14.1661,28.3322,56.6644,14.1661,14.1661,7.083,9.9163,28.3322,7.083,56.6644,14.1661,7.083,7.083,56.6644,7.083,7.083,7.083,84.9966,56.6644,56.6644,113.3288,14.1661,7.083,7.083
shopping,7938.68,Millennia Credit Card,Ace Credit Card,79.3868,238.1604,19.8467,39.6934,158.7736,19.8467,39.6934,19.8467,27.7854,39.6934,19.8467,238.1604,19.8467,19.8467,19.8467,238.1604,29.7701,39.6934,19.8467,238.1604,79.3868,79.3868,238.1604,19.8467,19.8467,39.6934
travel,4061.25,Diners Club Black,Diners Club Black,20.3062,20.3062,10.1531,20.3062,20.3062,10.1531,60.9188,20.3062,42.6431,20.3062,25.3828,20.3062,10.1531,15.2297,30.4594,20.3062,5.0766,5.0766,30.4594,20.3062,20.3062,20.3062,20.3062,50.7656,20.3062,15.2297
groceries,901.07,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,9.0107,9.0107,2.2527,4.5053,9.0107,2.2527,2.2527,1.1263,1.5769,4.5053,1.1263,9.0107,2.2527,1.1263,1.1263,9.0107,1.1263,1.1263,1.1263,13.516,9.0107,9.0107,18.0214,2.2527,1.1263,1.1263
fuel,16098.92,BPCL Octane Credit Card,BPCL Octane Credit Card,80.4946,80.4946,402.473,80.4946,80.4946,20.1237,40.2473,20.1237,28.1731,80.4946,20.1237,80.4946,321.9784,20.1237,20.1237,80.4946,20.1237,20.1237,20.1237,80.4946,80.4946,80.4946,80.4946,40.2473,20.1237,20.1237
travel,12164.58,Diners Club Black,Diners Club Black,60.8229,60.8229,30.4114,60.8229,60.8229,30.4114,182.4687,60.8229,127.7281,60.8229,76.0286,60.8229,30.4114,45.6172,91.2343,60.8229,15.2057,15.2057,91.2343,60.8229,60.8229,60.8229,60.8229,152.0573,60.8229,45.6172
fuel,18634.24,BPCL Octane Credit Card,BPCL Octane Credit Card,93.1712,93.1712,465.856,93.1712,93.1712,23.2928,46.5856,23.2928,32.6099,93.1712,23.2928,93.1712,372.6848,23.2928,23.2928,93.1712,23.2928,23.2928,23.2928,93.1712,93.1712,93.1712,93.1712,46.5856,23.2928,23.2928
dining,19813.25,Cashback Credit Card,Magnus Credit Card,198.1325,99.0662,49.5331,99.0662,396.265,49.5331,198.1325,49.5331,138.6927,99.0662,74.2997,99.0662,49.5331,49.5331,74.2997,198.1325,49.5331,49.5331,99.0662,198.1325,198.1325,198.1325,198.1325,99.0662,49.5331,49.5331
groceries,16582.96,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,165.8296,165.8296,41.4574,82.9148,165.8296,41.4574,41.4574,20.7287,29.0202,82.9148,20.7287,165.8296,41.4574,20.7287,20.7287,165.8296,20.7287,20.7287,20.7287,248.7444,165.8296,165.8296,331.6592,41.4574,20.7287,20.7287
groceries,6065.83,Tata Neu Infinity Credit Card,HPCL Super Saver Credit Card,60.6583,60.6583,15.1646,30.3291,60.6583,15.1646,15.1646,7.5823,10.6152,30.3291,7.5823,60.6583,15.1646,7.5823,7.5823,60.6583,7.5823,7.5823,7.5823,90.9874,60.6583,60.6583,121.3166,15.1646,7.5823,7.5823
shopping,19599.97,Millennia Credit Card,Millennia Credit Card,195.9997,587.9991,48.9999,97.9999,391.9994,48.9999,97.9999,48.9999,68.5999,97.9999,48.9999,587.9991,48.9999,48.9999,48.9999,587.9991,73.4999,97.9999,48.9999,587.9991,195.9997,195.9997,587.9991,48.9999,48.9999,97.9999
shopping,11978.5,Millennia Credit Card,Millennia Credit Card,119.785,359.355,29.9462,59.8925,239.57,29.9462,59.8925,29.9462,41.9247,59.8925,29.9462,359.355,29.9462,29.9462,29.9462,359.355,44.9194,59.8925,29.9462,359.355,119.785,119.785,359.355,29.9462,29.9462,59.8925
groceries,11594.92,Tata Neu Infinity Credit Card,Coral Credit Card,115.9492,115.9492,28.9873,57.9746,115.9492,28.9873,28.9873,14.4937,20.2911,57.9746,14.4937,115.9492,28.9873,14.4937,14.4937,115.9492,14.4937,14.4937,14.4937,173.9238,115.9492,115.9492,231.8984,28.9873,14.4937,14.4937
groceries,15514.66,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,155.1466,155.1466,38.7867,77.5733,155.1466,38.7867,38.7867,19.3933,27.1507,77.5733,19.3933,155.1466,38.7867,19.3933,19.3933,155.1466,19.3933,19.3933,19.3933,232.7199,155.1466,155.1466,310.2932,38.7867,19.3933,19.3933
travel,728.25,Diners Club Black,Millennia Credit Card,3.6412,3.6412,1.8206,3.6412,3.6412,1.8206,10.9238,3.6412,7.6466,3.6412,4.5516,3.6412,1.8206,2.7309,5.4619,3.6412,0.9103,0.9103,5.4619,3.6412,3.6412,3.6412,3.6412,9.1031,3.6412,2.7309
dining,6342.48,Cashback Credit Card,Cashback Credit Card,63.4248,31.7124,15.8562,31.7124,126.8496,15.8562,63.4248,15.8562,44.3974,31.7124,23.7843,31.7124,15.8562,15.8562,23.7843,63.4248,15.8562,15.8562,31.7124,63.4248,63.4248,63.4248,63.4248,31.7124,15.8562,15.8562
travel,8266.51,Diners Club Black,SimplySAVE Credit Card,41.3325,41.3325,20.6663,41.3325,41.3325,20.6663,123.9976,41.3325,86.7984,41.3325,51.6657,41.3325,20.6663,30.9994,61.9988,41.3325,10.3331,10.3331,61.9988,41.3325,41.3325,41.3325,41.3325,103.3314,41.3325,30.9994
shopping,14144.93,Millennia Credit Card,Millennia Credit Card,141.4493,424.3479,35.3623,70.7246,282.8986,35.3623,70.7246,35.3623,49.5073,70.7246,35.3623,424.3479,35.3623,35.3623,35.3623,424.3479,53.0435,70.7246,35.3623,424.3479,141.4493,141.4493,424.3479,35.3623,35.3623,70.7246
groceries,6568.49,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,65.6849,65.6849,16.4212,32.8424,65.6849,16.4212,16.4212,8.2106,11.4949,32.8424,8.2106,65.6849,16.4212,8.2106,8.2106,65.6849,8.2106,8.2106,8.2106,98.5274,65.6849,65.6849,131.3698,16.4212,8.2106,8.2106
groceries,7598.81,Tata Neu Infinity Credit Card,Cashback Credit Card,75.9881,75.9881,18.997,37.9941,75.9881,18.997,18.997,9.4985,13.2979,37.9941,9.4985,75.9881,18.997,9.4985,9.4985,75.9881,9.4985,9.4985,9.4985,113.9822,75.9881,75.9881,151.9762,18.997,9.4985,9.4985
fuel,10970.84,BPCL Octane Credit Card,BPCL Octane Credit Card,54.8542,54.8542,274.271,54.8542,54.8542,13.7135,27.4271,13.7135,19.199,54.8542,13.7135,54.8542,219.4168,13.7135,13.7135,54.8542,13.7135,13.7135,13.7135,54.8542,54.8542,54.8542,54.8542,27.4271,13.7135,13.7135
fuel,12240.52,BPCL Octane Credit Card,BPCL Octane Credit Card,61.2026,61.2026,306.013,61.2026,61.2026,15.3007,30.6013,15.3007,21.4209,61.2026,15.3007,61.2026,244.8104,15.3007,15.3007,61.2026,15.3007,15.3007,15.3007,61.2026,61.2026,61.2026,61.2026,30.6013,15.3007,15.3007
travel,5652.23,Diners Club Black,Diners Club Black,28.2611,28.2611,14.1306,28.2611,28.2611,14.1306,84.7834,28.2611,59.3484,28.2611,35.3264,28.2611,14.1306,21.1959,42.3917,28.2611,7.0653,7.0653,42.3917,28.2611,28.2611,28.2611,28.2611,70.6529,28.2611,21.1959
fuel,15446.37,BPCL Octane Credit Card,League Platinum Credit Card,77.2319,77.2319,386.1593,77.2319,77.2319,19.308,38.6159,19.308,27.0311,77.2319,19.308,77.2319,308.9274,19.308,19.308,77.2319,19.308,19.308,19.308,77.2319,77.2319,77.2319,77.2319,38.6159,19.308,19.308
dining,7041.18,Cashback Credit Card,SimplyCLICK Credit Card,70.4118,35.2059,17.6029,35.2059,140.8236,17.6029,70.4118,17.6029,49.2883,35.2059,26.4044,35.2059,17.6029,17.6029,26.4044,70.4118,17.6029,17.6029,35.2059,70.4118,70.4118,70.4118,70.4118,35.2059,17.6029,17.6029
shopping,11512.19,Millennia Credit Card,Millennia Credit Card,115.1219,345.3657,28.7805,57.561,230.2438,28.7805,57.561,28.7805,40.2927,57.561,28.7805,345.3657,28.7805,28.7805,28.7805,345.3657,43.1707,57.561,28.7805,345.3657,115.1219,115.1219,345.3657,28.7805,28.7805,57.561
dining,16385.71,Cashback Credit Card,Elite Credit Card,163.8571,81.9286,40.9643,81.9286,327.7142,40.9643,163.8571,40.9643,114.7,81.9286,61.4464,81.9286,40.9643,40.9643,61.4464,163.8571,40.9643,40.9643,81.9286,163.8571,163.8571,163.8571,163.8571,81.9286,40.9643,40.9643
fuel,19110.74,BPCL Octane Credit Card,BPCL Octane Credit Card,95.5537,95.5537,477.7685,95.5537,95.5537,23.8884,47.7769,23.8884,33.4438,95.5537,23.8884,95.5537,382.2148,23.8884,23.8884,95.5537,23.8884,23.8884,23.8884,95.5537,95.5537,95.5537,95.5537,47.7769,23.8884,23.8884
dining,13153.84,Cashback Credit Card,Cashback Credit Card,131.5384,65.7692,32.8846,65.7692,263.0768,32.8846,131.5384,32.8846,92.0769,65.7692,49.3269,65.7692,32.8846,32.8846,49.3269,131.5384,32.8846,32.8846,65.7692,131.5384,131.5384,131.5384,131.5384,65.7692,32.8846,32.8846
fuel,18667.18,BPCL Octane Credit Card,BPCL Octane Credit Card,93.3359,93.3359,466.6795,93.3359,93.3359,23.334,46.6679,23.334,32.6676,93.3359,23.334,93.3359,373.3436,23.334,23.334,93.3359,23.334,23.334,23.334,93.3359,93.3359,93.3359,93.3359,46.6679,23.334,23.334
travel,2273.61,Diners Club Black,Regalia Gold,11.3681,11.3681,5.684,11.3681,11.3681,5.684,34.1041,11.3681,23.8729,11.3681,14.2101,11.3681,5.684,8.526,17.0521,11.3681,2.842,2.842,17.0521,11.3681,11.3681,11.3681,11.3681,28.4201,11.3681,8.526
groceries,4590.87,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,45.9087,45.9087,11.4772,22.9543,45.9087,11.4772,11.4772,5.7386,8.034,22.9543,5.7386,45.9087,11.4772,5.7386,5.7386,45.9087,5.7386,5.7386,5.7386,68.8631,45.9087,45.9087,91.8174,11.4772,5.7386,5.7386
shopping,8324.7,Millennia Credit Card,White Credit Card,83.247,249.741,20.8118,41.6235,166.494,20.8118,41.6235,20.8118,29.1365,41.6235,20.8118,249.741,20.8118,20.8118,20.8118,249.741,31.2176,41.6235,20.8118,249.741,83.247,83.247,249.741,20.8118,20.8118,41.6235
travel,203.11,Diners Club Black,Diners Club Black,1.0156,1.0156,0.5078,1.0156,1.0156,0.5078,3.0467,1.0156,2.1327,1.0156,1.2694,1.0156,0.5078,0.7617,1.5233,1.0156,0.2539,0.2539,1.5233,1.0156,1.0156,1.0156,1.0156,2.5389,1.0156,0.7617
travel,8197.46,Diners Club Black,Ace Credit Card,40.9873,40.9873,20.4936,40.9873,40.9873,20.4936,122.9619,40.9873,86.0733,40.9873,51.2341,40.9873,20.4936,30.7405,61.4809,40.9873,10.2468,10.2468,61.4809,40.9873,40.9873,40.9873,40.9873,102.4682,40.9873,30.7405
travel,15142.63,Diners Club Black,Diners Club Black,75.7131,75.7131,37.8566,75.7131,75.7131,37.8566,227.1395,75.7131,158.9976,75.7131,94.6414,75.7131,37.8566,56.7849,113.5697,75.7131,18.9283,18.9283,113.5697,75.7131,75.7131,75.7131,75.7131,189.2829,75.7131,56.7849
fuel,12953.37,BPCL Octane Credit Card,YES First Business Credit Card,64.7669,64.7669,323.8343,64.7669,64.7669,16.1917,32.3834,16.1917,22.6684,64.7669,16.1917,64.7669,259.0674,16.1917,16.1917,64.7669,16.1917,16.1917,16.1917,64.7669,64.7669,64.7669,64.7669,32.3834,16.1917,16.1917
travel,10749.53,Diners Club Black,My Zone Credit Card,53.7477,53.7477,26.8738,53.7477,53.7477,26.8738,161.243,53.7477,112.8701,53.7477,67.1846,53.7477,26.8738,40.3107,80.6215,53.7477,13.4369,13.4369,80.6215,53.7477,53.7477,53.7477,53.7477,134.3691,53.7477,40.3107
travel,8415.91,Diners Club Black,Millennia Credit Card,42.0795,42.0795,21.0398,42.0795,42.0795,21.0398,126.2386,42.0795,88.3671,42.0795,52.5994,42.0795,21.0398,31.5597,63.1193,42.0795,10.5199,10.5199,63.1193,42.0795,42.0795,42.0795,42.0795,105.1989,42.0795,31.5597
dining,15780.42,Cashback Credit Card,Cashback Credit Card,157.8042,78.9021,39.4511,78.9021,315.6084,39.4511,157.8042,39.4511,110.4629,78.9021,59.1766,78.9021,39.4511,39.4511,59.1766,157.8042,39.4511,39.4511,78.9021,157.8042,157.8042,157.8042,157.8042,78.9021,39.4511,39.4511
fuel,17547.19,BPCL Octane Credit Card,BPCL Octane Credit Card,87.7359,87.7359,438.6798,87.7359,87.7359,21.934,43.868,21.934,30.7076,87.7359,21.934,87.7359,350.9438,21.934,21.934,87.7359,21.934,21.934,21.934,87.7359,87.7359,87.7359,87.7359,43.868,21.934,21.934
groceries,12095.38,Tata Neu Infinity Credit Card,First Classic Credit Card,120.9538,120.9538,30.2384,60.4769,120.9538,30.2384,30.2384,15.1192,21.1669,60.4769,15.1192,120.9538,30.2384,15.1192,15.1192,120.9538,15.1192,15.1192,15.1192,181.4307,120.9538,120.9538,241.9076,30.2384,15.1192,15.1192
groceries,10533.94,Tata Neu Infinity Credit Card,Super Value Titanium Credit Card,105.3394,105.3394,26.3349,52.6697,105.3394,26.3349,26.3349,13.1674,18.4344,52.6697,13.1674,105.3394,26.3349,13.1674,13.1674,105.3394,13.1674,13.1674,13.1674,158.0091,105.3394,105.3394,210.6788,26.3349,13.1674,13.1674
dining,5529.46,Cashback Credit Card,My Zone Credit Card,55.2946,27.6473,13.8237,27.6473,110.5892,13.8237,55.2946,13.8237,38.7062,27.6473,20.7355,27.6473,13.8237,13.8237,20.7355,55.2946,13.8237,13.8237,27.6473,55.2946,55.2946,55.2946,55.2946,27.6473,13.8237,13.8237
dining,13000.88,Cashback Credit Card,Magnus Credit Card,130.0088,65.0044,32.5022,65.0044,260.0176,32.5022,130.0088,32.5022,91.0062,65.0044,48.7533,65.0044,32.5022,32.5022,48.7533,130.0088,32.5022,32.5022,65.0044,130.0088,130.0088,130.0088,130.0088,65.0044,32.5022,32.5022
fuel,11398.85,BPCL Octane Credit Card,Tata Neu Infinity Credit Card,56.9943,56.9943,284.9712,56.9943,56.9943,14.2486,28.4971,14.2486,19.948,56.9943,14.2486,56.9943,227.977,14.2486,14.2486,56.9943,14.2486,14.2486,14.2486,56.9943,56.9943,56.9943,56.9943,28.4971,14.2486,14.2486
dining,16557.1,Cashback Credit Card,Cashback Credit Card,165.571,82.7855,41.3927,82.7855,331.142,41.3927,165.571,41.3927,115.8997,82.7855,62.0891,82.7855,41.3927,41.3927,62.0891,165.571,41.3927,41.3927,82.7855,165.571,165.571,165.571,165.571,82.7855,41.3927,41.3927
shopping,8076.58,Millennia Credit Card,Millennia Credit Card,80.7658,242.2974,20.1914,40.3829,161.5316,20.1914,40.3829,20.1914,28.268,40.3829,20.1914,242.2974,20.1914,20.1914,20.1914,242.2974,30.2872,40.3829,20.1914,242.2974,80.7658,80.7658,242.2974,20.1914,20.1914,40.3829
travel,9601.34,Diners Club Black,League Platinum Credit Card,48.0067,48.0067,24.0034,48.0067,48.0067,24.0034,144.0201,48.0067,100.8141,48.0067,60.0084,48.0067,24.0034,36.005,72.0101,48.0067,12.0017,12.0017,72.0101,48.0067,48.0067,48.0067,48.0067,120.0167,48.0067,36.005
travel,8990.04,Diners Club Black,Diners Club Black,44.9502,44.9502,22.4751,44.9502,44.9502,22.4751,134.8506,44.9502,94.3954,44.9502,56.1878,44.9502,22.4751,33.7127,67.4253,44.9502,11.2376,11.2376,67.4253,44.9502,44.9502,44.9502,44.9502,112.3755,44.9502,33.7127
fuel,6108.72,BPCL Octane Credit Card,Tata Neu Infinity Credit Card,30.5436,30.5436,152.718,30.5436,30.5436,7.6359,15.2718,7.6359,10.6903,30.5436,7.6359,30.5436,122.1744,7.6359,7.6359,30.5436,7.6359,7.6359,7.6359,30.5436,30.5436,30.5436,30.5436,15.2718,7.6359,7.6359
fuel,13886.09,BPCL Octane Credit Card,BPCL Octane Credit Card,69.4305,69.4305,347.1522,69.4305,69.4305,17.3576,34.7152,17.3576,24.3007,69.4305,17.3576,69.4305,277.7218,17.3576,17.3576,69.4305,17.3576,17.3576,17.3576,69.4305,69.4305,69.4305,69.4305,34.7152,17.3576,17.3576
shopping,9361.36,Millennia Credit Card,Millennia Credit Card,93.6136,280.8408,23.4034,46.8068,187.2272,23.4034,46.8068,23.4034,32.7648,46.8068,23.4034,280.8408,23.4034,23.4034,23.4034,280.8408,35.1051,46.8068,23.4034,280.8408,93.6136,93.6136,280.8408,23.4034,23.4034,46.8068
groceries,18469.81,Tata Neu Infinity Credit Card,Cashback Credit Card,184.6981,184.6981,46.1745,92.3491,184.6981,46.1745,46.1745,23.0873,32.3222,92.3491,23.0873,184.6981,46.1745,23.0873,23.0873,184.6981,23.0873,23.0873,23.0873,277.0472,184.6981,184.6981,369.3962,46.1745,23.0873,23.0873
fuel,7414.12,BPCL Octane Credit Card,BPCL Octane Credit Card,37.0706,37.0706,185.353,37.0706,37.0706,9.2676,18.5353,9.2676,12.9747,37.0706,9.2676,37.0706,148.2824,9.2676,9.2676,37.0706,9.2676,9.2676,9.2676,37.0706,37.0706,37.0706,37.0706,18.5353,9.2676,9.2676
travel,9615.82,Diners Club Black,Diners Club Black,48.0791,48.0791,24.0395,48.0791,48.0791,24.0395,144.2373,48.0791,100.9661,48.0791,60.0989,48.0791,24.0395,36.0593,72.1187,48.0791,12.0198,12.0198,72.1187,48.0791,48.0791,48.0791,48.0791,120.1977,48.0791,36.0593
